1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-0.26535,-0.73867,-0.02221,-1.18748,1.13306,-1.13412,1.04169,-0.87018,-0.73657,-0.30111,-1.67246,0.38183,1.44717,-0.44617,-0.59820,-0.70493,1.75137,-0.42829,-1.21460,-0.19601
0.81330,1.25257,-1.03158,-1.18748,2.23113,-0.25154,-0.40611,-0.87018,0.33715,-0.30111,-0.76598,1.20474,-0.39983,3.38365,-0.59820,1.02708,-0.68447,-0.42829,0.82332,-0.19601
1.89195,-0.24086,-0.02221,0.28826,-0.46441,-0.25154,-1.13001,0.02415,0.33715,-0.30111,-0.76598,1.20474,-1.10345,-0.44617,-0.59820,-0.70493,1.75137,-0.42829,0.82332,-0.19601
-1.34400,1.25257,-1.03158,-0.20365,1.04835,-0.25154,1.76559,0.91848,0.33715,4.19306,1.04699,0.38183,-1.10345,-0.44617,1.96919,1.02708,0.53345,-0.42829,-1.21460,-0.19601
-0.26535,-0.98757,-0.02221,1.27209,-0.66644,-0.25154,-0.40611,-0.87018,2.48458,-0.30111,-1.67246,-1.26399,-0.75164,1.46874,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
-0.26535,-0.48976,-1.03158,-1.18748,-0.61470,-1.13412,-1.13001,0.91848,-0.73657,1.94597,1.04699,-1.26399,1.27126,-0.44617,-0.59820,1.02708,-0.68447,-0.42829,-1.21460,-0.19601
-0.26535,1.25257,1.99654,1.27209,-0.46725,-0.25154,-1.13001,0.91848,-0.73657,-0.30111,1.04699,0.38183,2.23874,-0.44617,0.68549,-0.70493,1.75137,-0.42829,-1.21460,-0.19601
-0.26535,2.24819,1.99654,1.27209,3.95195,-0.25154,-0.40611,-0.87018,-0.73657,-0.30111,-0.76598,1.20474,-0.92755,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,0.25695,-0.02221,-1.18748,-0.03199,-0.25154,1.76559,0.91848,0.33715,-0.30111,1.04699,-0.44108,-0.83959,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,0.50586,-0.02221,2.25591,0.68009,-1.13412,-1.13001,0.91848,-0.73657,-0.30111,1.04699,-0.44108,1.09536,-0.44617,-0.59820,4.49109,-0.68447,2.33487,-1.21460,-0.19601
0.81330,-0.73867,-0.02221,-1.18748,-0.38998,-0.25154,1.76559,-0.87018,0.33715,-0.30111,-0.76598,1.20474,-0.57574,1.46874,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,-0.73867,-0.02221,0.28826,-0.80255,1.51363,-0.40611,0.91848,2.48458,-0.30111,-1.67246,-1.26399,-1.19140,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,1.25257,-0.02221,-0.69556,-0.51474,-0.25154,-0.40611,0.91848,-0.73657,-0.30111,1.04699,0.38183,0.12788,3.38365,0.68549,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,1.25257,-0.02221,-1.18748,-0.31094,-1.13412,-0.40611,0.91848,0.33715,-0.30111,1.04699,1.20474,-0.92755,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,1.25257,-0.02221,0.78017,1.72321,-0.25154,-0.40611,-1.76451,0.33715,-0.30111,-0.76598,-0.44108,-0.48778,1.46874,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,-1.15351,-1.03158,-1.18748,-0.90073,-1.13412,-1.13001,0.91848,-0.73657,-0.30111,-0.76598,-0.44108,0.91945,-0.44617,1.96919,1.02708,0.53345,-0.42829,-1.21460,-0.19601
-1.34400,-1.07054,-1.03158,2.74782,-0.74690,-0.25154,-1.13001,0.02415,-0.73657,-0.30111,1.04699,0.38183,1.35922,1.46874,0.68549,1.02708,1.75137,2.33487,-1.21460,-0.19601
-0.26535,1.75038,-1.03158,1.27209,0.95088,-0.25154,0.31779,-0.87018,0.33715,-0.30111,-1.67246,-1.26399,0.47969,1.46874,-0.59820,1.02708,0.53345,-0.42829,0.82332,-0.19601
-1.34400,1.25257,-0.02221,-0.69556,-0.45874,-1.13412,-1.13001,0.91848,-0.73657,-0.30111,1.04699,0.38183,0.39174,-0.44617,-0.59820,-0.70493,1.75137,-0.42829,-1.21460,-0.19601
-1.34400,-0.73867,-1.03158,0.78017,-0.61860,-0.25154,-1.13001,0.91848,-0.73657,-0.30111,1.04699,0.38183,2.67850,-0.44617,0.68549,1.02708,1.75137,-0.42829,0.82332,-0.19601
-1.34400,1.75038,-0.02221,-1.18748,0.24589,-0.25154,1.76559,0.91848,-0.73657,-0.30111,0.14050,1.20474,-0.13597,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,-0.82164,0.98717,-1.18748,0.53157,-0.25154,0.31779,-0.87018,-0.73657,-0.30111,1.04699,-0.44108,1.35922,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,2.74600,1.99654,0.78017,2.18505,-1.13412,-0.40611,-0.87018,-0.73657,-0.30111,-0.76598,-0.44108,0.30379,-0.44617,-0.59820,-0.70493,0.53345,2.33487,0.82332,-0.19601
-0.26535,0.75476,-0.02221,-0.20365,0.19875,-0.25154,1.76559,-0.87018,2.48458,-0.30111,-1.67246,-0.44108,-1.19140,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,0.25695,-0.02221,-1.18748,0.94698,-1.13412,1.76559,-1.76451,0.33715,-0.30111,-1.67246,1.20474,0.74355,-0.44617,-0.59820,1.02708,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,-0.48976,-0.02221,-1.18748,-0.72954,0.63105,-1.13001,0.91848,-0.73657,-0.30111,0.14050,-0.44108,1.00741,3.38365,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,-0.24086,-0.02221,1.27209,-0.60371,2.39621,-0.40611,0.02415,0.33715,-0.30111,1.04699,-0.44108,-1.01550,-0.44617,1.96919,-0.70493,0.53345,-0.42829,0.82332,-0.19601
-1.34400,0.25695,-0.02221,2.74782,-0.53743,-0.25154,-1.13001,0.91848,0.33715,1.94597,1.04699,-1.26399,1.97488,-0.44617,-0.59820,-0.70493,0.53345,-0.42829,-1.21460,-0.19601
-1.34400,-0.90460,-0.02221,-1.18748,-0.33894,-0.25154,-1.13001,0.02415,-0.73657,-0.30111,1.04699,-1.26399,1.44717,-0.44617,-0.59820,-0.70493,0.53345,-0.42829,0.82332,-0.19601
0.81330,-0.73867,-1.03158,1.27209,-0.65900,-0.25154,-0.40611,0.91848,0.33715,1.94597,-0.76598,-1.26399,-0.57574,-0.44617,-0.59820,1.02708,1.75137,-0.42829,-1.21460,-0.19601
-0.26535,-0.24086,-1.03158,-0.20365,-0.70047,-0.25154,1.76559,0.91848,0.33715,-0.30111,-1.67246,-0.44108,-0.75164,-0.44617,-0.59820,1.02708,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,1.25257,-0.02221,-0.69556,3.31076,2.39621,-0.40611,-1.76451,-0.73657,-0.30111,1.04699,0.38183,1.00741,-0.44617,0.68549,-0.70493,-0.68447,2.33487,-1.21460,-0.19601
-1.34400,-0.24086,-0.02221,0.28826,-0.36233,2.39621,0.31779,0.91848,-0.73657,-0.30111,0.14050,1.20474,-0.48778,-0.44617,-0.59820,-0.70493,1.75137,2.33487,-1.21460,-0.19601
-1.34400,-0.73867,1.99654,2.25591,-0.76675,-0.25154,0.31779,0.91848,-0.73657,-0.30111,0.14050,-1.26399,-0.66369,-0.44617,-0.59820,1.02708,-0.68447,-0.42829,0.82332,-0.19601
0.81330,-0.73867,-1.03158,-1.18748,-0.94043,-0.25154,-1.13001,0.91848,-0.73657,-0.30111,1.04699,-1.26399,1.79898,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-1.34400,-0.73867,-1.03158,0.78017,-0.66007,-0.25154,-1.13001,0.91848,-0.73657,-0.30111,0.14050,-1.26399,1.62307,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,-0.73867,-1.03158,-1.18748,-0.87698,-1.13412,-1.13001,0.91848,0.33715,-0.30111,0.14050,-0.44108,-0.22393,1.46874,-0.59820,-0.70493,0.53345,2.33487,0.82332,-0.19601
1.89195,0.25695,-1.03158,-0.20365,0.12255,-1.13412,-1.13001,0.91848,-0.73657,4.19306,1.04699,0.38183,-1.36731,-0.44617,1.96919,1.02708,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,-0.73867,-0.02221,0.28826,-0.69232,1.51363,-1.13001,0.91848,-0.73657,-0.30111,1.04699,-1.26399,1.62307,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
-0.26535,2.74600,1.99654,1.27209,4.49212,-0.25154,1.76559,0.02415,-0.73657,-0.30111,1.04699,0.38183,1.97488,-0.44617,1.96919,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,-0.73867,-1.03158,-0.69556,-0.44634,-1.13412,0.31779,0.91848,0.33715,-0.30111,-0.76598,1.20474,2.23874,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,-0.24086,-0.02221,1.27209,-0.23013,2.39621,-0.40611,0.91848,-0.73657,-0.30111,1.04699,1.20474,-0.13597,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,1.25257,-1.03158,-1.18748,-0.33114,-0.25154,-1.13001,0.91848,-0.73657,-0.30111,1.04699,-1.26399,0.03993,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,-0.07492,0.98717,0.78017,1.34183,-1.13412,0.31779,0.02415,-0.73657,-0.30111,1.04699,-0.44108,0.03993,1.46874,1.96919,1.02708,1.75137,2.33487,-1.21460,-0.19601
0.81330,0.25695,-0.02221,0.28826,-0.63880,2.39621,-1.13001,0.91848,2.48458,-0.30111,1.04699,-1.26399,0.47969,-0.44617,1.96919,-0.70493,0.53345,-0.42829,0.82332,-0.19601
-0.26535,1.25257,-0.02221,-1.18748,-0.33610,-0.25154,0.31779,0.91848,-0.73657,-0.30111,1.04699,1.20474,-1.01550,-0.44617,1.96919,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,-1.23648,0.98717,-1.18748,-0.82913,-0.25154,-0.40611,0.02415,0.33715,-0.30111,-0.76598,-1.26399,-1.01550,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,-0.98757,-1.03158,-0.20365,-0.47930,-0.25154,0.31779,0.91848,-0.73657,-0.30111,0.14050,1.20474,-0.04802,-0.44617,1.96919,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,-0.73867,-0.02221,0.78017,-0.29286,-1.13412,1.76559,-0.87018,2.48458,-0.30111,1.04699,1.20474,-0.83959,-0.44617,1.96919,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
-0.26535,0.25695,-1.03158,2.74782,3.07187,-0.25154,-0.40611,-0.87018,-0.73657,4.19306,0.14050,1.20474,0.30379,-0.44617,-0.59820,1.02708,1.75137,2.33487,-1.21460,-0.19601
0.81330,-0.24086,3.00591,0.28826,1.12952,-0.25154,-1.13001,-0.87018,-0.73657,-0.30111,1.04699,0.38183,0.30379,1.46874,-0.59820,1.02708,1.75137,2.33487,-1.21460,-0.19601
-0.26535,-0.73867,-0.02221,0.28826,0.99483,-0.25154,0.31779,-0.87018,-0.73657,-0.30111,-0.76598,1.20474,-0.31188,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
-1.34400,0.25695,-0.02221,-0.20365,1.57718,-1.13412,1.76559,-1.76451,0.33715,-0.30111,-0.76598,-0.44108,-0.48778,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,5.10167
-0.26535,-0.57273,-0.02221,1.27209,-0.65971,0.63105,-1.13001,-1.76451,2.48458,-0.30111,-0.76598,-1.26399,-0.04802,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
-0.26535,-1.23648,0.98717,1.27209,-0.64589,2.39621,-1.13001,-1.76451,1.41086,-0.30111,-0.76598,1.20474,-0.39983,1.46874,-0.59820,1.02708,-0.68447,2.33487,0.82332,-0.19601
1.89195,-0.48976,-0.02221,-0.69556,-1.02053,-0.25154,1.76559,0.91848,0.33715,-0.30111,1.04699,-0.44108,-1.10345,-0.44617,1.96919,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
-0.26535,-0.24086,-0.02221,0.28826,1.05934,-0.25154,0.31779,0.02415,-0.73657,-0.30111,0.14050,-1.26399,-0.66369,-0.44617,1.96919,-0.70493,0.53345,-0.42829,0.82332,-0.19601
0.81330,1.25257,-1.03158,0.28826,1.62468,-0.25154,-0.40611,0.91848,0.33715,-0.30111,-0.76598,-1.26399,-0.92755,3.38365,-0.59820,1.02708,-0.68447,-0.42829,-1.21460,-0.19601
-1.34400,-0.73867,-0.02221,-1.18748,-0.56401,0.63105,-1.13001,0.02415,2.48458,-0.30111,-1.67246,-1.26399,-0.04802,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,0.82332,-0.19601
0.81330,2.24819,-1.03158,-1.18748,0.10872,-1.13412,-1.13001,0.91848,-0.73657,-0.30111,-1.67246,-1.26399,1.00741,-0.44617,-0.59820,-0.70493,-0.68447,-0.42829,-1.21460,-0.19601
-1.34400,1.75038,-0.02221,-1.18748,1.38330,-1.13412,0.31779,0.91848,0.33715,-0.30111,0.14050,1.20474,-0.48778,-0.44617,-0.59820,-0.70493,1.75137,-0.42829,-1.21460,-0.19601
-1.34400,-0.90460,-1.03158,-0.20365,-0.40380,-1.13412,1.76559,-0.87018,0.33715,4.19306,0.14050,-1.26399,-0.75164,-0.44617,1.96919,1.02708,-0.68447,-0.42829,0.82332,5.10167
-1.34400,1.00367,-1.03158,-0.20365,0.35790,0.63105,-0.40611,-1.76451,0.33715,-0.30111,1.04699,1.20474,-1.10345,-0.44617,-0.59820,1.02708,-0.68447,-0.42829,0.82332,-0.19601
-0.26535,-0.73867,-1.03158,0.28826,-0.32086,0.63105,0.31779,0.02415,1.41086,-0.30111,0.14050,1.20474,0.03993,-0.44617,-0.59820,-0.70493,1.75137,-0.42829,-1.21460,-0.19601
-1.34400,0.00805,-0.02221,-1.18748,-0.50907,-0.25154,-0.40611,0.02415,0.33715,-0.30111,-0.76598,-1.26399,-0.92755,-0.44617,-0.59820,1.02708,-0.68447,-0.42829,-1.21460,-0.19601
0.81330,0.25695,-1.03158,0.78017,0.21151,-0.25154,-1.13001,0.91848,0.33715,-0.30111,-0.76598,1.20474,0.47969,-0.44617,1.96919,1.02708,1.75137,-0.42829,-1.21460,-0.19601
0.81330,-0.73867,-0.02221,-0.20365,-0.53282,-0.25154,-0.40611,0.02415,-0.73657,-0.30111,-0.76598,-1.26399,-1.01550,-0.44617,1.96919,-0.70493,0.53345,-0.42829,0.82332,-0.19601
